,name,year,max_wind,name_year,hurricane_id,date,time,status,latitude,longitude,air_pressure,latitude_decimal,longitude_decimal
666,Lisa,2004,65,Lisa_2004,517,20040919,1800,TD,13.3N,32.4W,1004,13.05,-32.07
684,Matthew,2004,40,Matthew_2004,518,20041008,1200,TD,24.0N,95.4W,1007,24.0,-95.07
708,Nicole,2004,45,Nicole_2004,519,20041010,0,EX,30.0N,65.2W,1000,30.0,-65.03
728,Otto,2004,45,Otto_2004,520,20041126,0,EX,28.0N,40.0W,1009,28.0,-40.0
63,Arlene,2005,60,Arlene_2005,521,20050608,1800,TD,16.9N,84.0W,1004,16.15,-84.0
141,Bret,2005,35,Bret_2005,522,20050628,1800,TD,19.7N,95.4W,1006,19.12,-95.07
194,Cindy,2005,65,Cindy_2005,523,20050703,1800,TD,18.3N,86.7W,1009,18.05,-86.12
258,Dennis,2005,130,Dennis_2005,524,20050704,1800,TD,12.0N,60.8W,1010,12.0,-60.13
330,Emily,2005,140,Emily_2005,525,20050711,0,TD,10.7N,42.4W,1010,10.12,-42.07
421,Franklin,2005,60,Franklin_2005,526,20050721,1800,TD,25.0N,75.0W,1010,25.0,-75.0
450,Gert,2005,40,Gert_2005,527,20050723,1800,TD,19.3N,92.9W,1011,19.05,-92.15
497,Harvey,2005,55,Harvey_2005,528,20050802,1800,TD,28.2N,68.8W,1006,28.03,-68.13
555,Irene,2005,90,Irene_2005,529,20050804,1800,TD,12.9N,33.5W,1009,12.15,-33.08
756,Ten,2005,30,Ten_2005,530,20050813,1200,TD,13.3N,43.6W,1009,13.05,-43.1
599,Jose,2005,50,Jose_2005,531,20050822,1200,TD,19.4N,94.5W,1006,19.07,-94.08
637,Katrina,2005,150,Katrina_2005,532,20050823,1800,TD,23.1N,75.1W,1008,23.02,-75.02
654,Lee,2005,35,Lee_2005,533,20050828,1200,TD,14.0N,45.1W,1009,14.0,-45.02
679,Maria,2005,100,Maria_2005,534,20050901,1200,TD,18.8N,45.5W,1008,18.13,-45.08
702,Nate,2005,80,Nate_2005,535,20050905,1800,TD,28.4N,67.0W,1008,28.07,-67.0
723,Ophelia,2005,75,Ophelia_2005,536,20050906,600,TD,25.8N,78.6W,1009,25.13,-78.1
737,Philippe,2005,70,Philippe_2005,537,20050917,1200,TD,13.3N,54.5W,1008,13.05,-54.08
745,Rita,2005,155,Rita_2005,538,20050918,0,TD,21.3N,69.9W,1009,21.05,-69.15
712,Nineteen,2005,30,Nineteen_2005,539,20050930,1200,TD,11.8N,32.7W,1009,11.13,-32.12
753,Stan,2005,70,Stan_2005,540,20051001,1200,TD,18.9N,85.6W,1007,18.15,-85.1
754,Tammy,2005,45,Tammy_2005,541,20051005,600,TS,27.3N,79.7W,1006,27.05,-79.12
762,Twenty-Two,2005,40,Twenty-Two_2005,542,20051008,600,SD,26.1N,57.4W,1009,26.02,-57.07
765,Vince,2005,65,Vince_2005,543,20051008,600,SS,32.9N,20.6W,1001,32.15,-20.1
766,Wilma,2005,160,Wilma_2005,544,20051015,1800,TD,17.6N,78.5W,1004,17.1,-78.08
34,Alpha,2005,45,Alpha_2005,545,20051022,1200,TD,15.8N,67.5W,1007,15.13,-67.08
107,Beta,2005,100,Beta_2005,546,20051026,1800,TD,10.4N,80.9W,1007,10.07,-80.15
436,Gamma,2005,45,Gamma_2005,547,20051114,0,TD,13.2N,62.1W,1007,13.03,-62.02
253,Delta,2005,60,Delta_2005,548,20051119,1200,EX,27.0N,48.0W,1010,27.0,-48.0
334,Epsilon,2005,75,Epsilon_2005,549,20051129,600,TS,31.5N,49.2W,993,31.08,-49.03
767,Zeta,2005,50,Zeta_2005,550,20051230,0,TD,23.9N,35.6W,1009,23.15,-35.1
768,Zeta,2006,55,Zeta_2006,551,20060101,0,TS,25.6N,38.3W,997,25.1,-38.05
11,Alberto,2006,60,Alberto_2006,552,20060610,600,TD,20.0N,85.0W,1004,20.0,-85.0
103,Beryl,2006,50,Beryl_2006,553,20060718,1200,TD,32.3N,73.3W,1010,32.05,-73.05
184,Chris,2006,55,Chris_2006,554,20060801,0,TD,16.3N,58.1W,1011,16.05,-58.02
245,Debby,2006,45,Debby_2006,555,20060821,1800,TD,11.6N,21.7W,1007,11.1,-21.12
350,Ernesto,2006,65,Ernesto_2006,556,20060824,1800,TD,12.7N,61.6W,1008,12.12,-61.1
395,Florence,2006,80,Florence_2006,557,20060903,1800,TD,14.1N,39.4W,1007,14.02,-39.07
470,Gordon,2006,105,Gordon_2006,558,20060910,1800,TD,20.2N,53.8W,1012,20.03,-53.13
509,Helene,2006,105,Helene_2006,559,20060912,1200,TD,11.9N,22.0W,1007,11.15,-22.0
564,Isaac,2006,75,Isaac_2006,560,20060927,1800,TD,26.1N,52.6W,1012,26.02,-52.1
44,Andrea,2007,65,Andrea_2007,561,20070506,1200,EX,35.5N,74.0W,1012,35.08,-74.0
83,Barry,2007,50,Barry_2007,562,20070531,0,LO,18.1N,87.0W,1008,18.02,-87.0
166,Chantal,2007,60,Chantal_2007,563,20070731,0,TD,35.5N,66.5W,1007,35.08,-66.08
236,Dean,2007,150,Dean_2007,564,20070813,600,TD,12.2N,28.9W,1006,12.03,-28.15
343,Erin,2007,50,Erin_2007,565,20070815,0,TD,23.7N,90.7W,1006,23.12,-90.12
373,Felix,2007,150,Felix_2007,566,20070831,1200,TD,11.5N,56.6W,1009,11.08,-56.1
432,Gabrielle,2007,50,Gabrielle_2007,567,20070908,0,SS,30.1N,71.8W,1011,30.02,-71.13
548,Ingrid,2007,40,Ingrid_2007,568,20070912,600,TD,13.0N,43.6W,1009,13.0,-43.1
535,Humberto,2007,80,Humberto_2007,569,20070912,600,LO,27.3N,95.0W,1009,27.05,-95.0
757,Ten,2007,30,Ten_2007,570,20070921,1200,SD,29.1N,85.4W,1005,29.02,-85.07
590,Jerry,2007,35,Jerry_2007,571,20070923,0,SD,36.2N,46.1W,1008,36.03,-46.02
621,Karen,2007,65,Karen_2007,572,20070925,0,TD,10.0N,35.9W,1006,10.0,-35.15
671,Lorenzo,2007,70,Lorenzo_2007,573,20070925,1800,TD,21.8N,94.8W,1009,21.13,-94.13
687,Melissa,2007,35,Melissa_2007,574,20070928,600,TD,14.0N,25.8W,1010,14.0,-25.13
380,Fifteen,2007,45,Fifteen_2007,575,20071011,1200,TD,29.5N,52.6W,1011,29.08,-52.1
715,Noel,2007,75,Noel_2007,576,20071024,0,LO,18.0N,60.2W,1010,18.0,-60.03
718,Olga,2007,50,Olga_2007,577,20071210,1200,LO,18.3N,61.8W,1009,18.05,-61.13
70,Arthur,2008,40,Arthur_2008,578,20080531,0,TS,17.5N,87.5W,1005,17.08,-87.08
97,Bertha,2008,110,Bertha_2008,579,20080703,600,TD,12.7N,22.9W,1008,12.12,-22.15
213,Cristobal,2008,55,Cristobal_2008,580,20080719,0,TD,31.7N,79.8W,1010,31.12,-79.13
271,Dolly,2008,85,Dolly_2008,581,20080720,1200,TS,17.8N,83.6W,1008,17.13,-83.1
309,Edouard,2008,55,Edouard_2008,582,20080803,1200,TD,28.1N,87.4W,1010,28.02,-87.07
366,Fay,2008,60,Fay_2008,583,20080815,1200,TD,18.4N,67.4W,1011,18.07,-67.07
487,Gustav,2008,135,Gustav_2008,584,20080825,0,TD,13.5N,67.4W,1008,13.08,-67.07
491,Hanna,2008,75,Hanna_2008,585,20080828,0,TD,19.4N,57.3W,1007,19.07,-57.05
542,Ike,2008,125,Ike_2008,586,20080901,600,TD,17.2N,37.0W,1006,17.03,-37.0
606,Josephine,2008,55,Josephine_2008,587,20080902,0,TD,12.3N,21.9W,1007,12.05,-21.15
649,Kyle,2008,75,Kyle_2008,588,20080925,0,TD,21.5N,70.0W,1005,21.08,-70.0
652,Laura,2008,70,Laura_2008,589,20080926,0,EX,39.0N,35.0W,1011,39.0,-35.0
678,Marco,2008,55,Marco_2008,590,20081006,0,TD,18.5N,91.7W,1006,18.08,-91.12
701,Nana,2008,35,Nana_2008,591,20081012,600,TD,15.5N,36.6W,1007,15.08,-36.1
720,Omar,2008,115,Omar_2008,592,20081013,600,TD,15.4N,69.0W,1005,15.07,-69.0
752,Sixteen,2008,25,Sixteen_2008,593,20081014,1200,TD,15.5N,82.8W,1004,15.08,-82.13
733,Paloma,2008,125,Paloma_2008,594,20081105,1800,TD,13.7N,81.7W,1004,13.12,-81.12
721,One,2009,30,One_2009,595,20090526,1800,LO,30.6N,75.4W,1010,30.1,-75.07
42,Ana,2009,35,Ana_2009,596,20090810,600,LO,14.3N,24.0W,1008,14.05,-24.0
118,Bill,2009,115,Bill_2009,597,20090815,600,TD,11.8N,32.0W,1007,11.13,-32.0
203,Claudette,2009,50,Claudette_2009,598,20090816,600,TD,27.0N,83.4W,1011,27.0,-83.07
228,Danny,2009,50,Danny_2009,599,20090826,900,TS,24.3N,69.6W,1009,24.05,-69.1
338,Erika,2009,45,Erika_2009,600,20090901,1800,TS,16.7N,57.3W,1007,16.12,-57.05
424,Fred,2009,105,Fred_2009,601,20090907,1800,TD,11.8N,24.0W,1005,11.13,-24.0
311,Eight,2009,30,Eight_2009,602,20090925,600,LO,14.8N,29.0W,1010,14.13,-29.0
476,Grace,2009,55,Grace_2009,603,20090927,1800,EX,46.0N,43.2W,995,46.0,-43.03
515,Henri,2009,45,Henri_2009,604,20091006,0,TD,15.1N,49.2W,1008,15.02,-49.03
539,Ida,2009,90,Ida_2009,605,20091104,600,TD,11.0N,81.3W,1007,11.0,-81.05
16,Alex,2010,95,Alex_2010,606,20100624,1800,LO,15.9N,82.0W,1007,15.15,-82.0
763,Two,2010,30,Two_2010,607,20100707,600,LO,21.5N,91.1W,1006,21.08,-91.02
130,Bonnie,2010,40,Bonnie_2010,608,20100722,600,TD,21.5N,73.8W,1009,21.08,-73.13
208,Colin,2010,50,Colin_2010,609,20100802,1200,TD,12.5N,40.7W,1007,12.08,-40.12
384,Five,2010,30,Five_2010,610,20100810,600,LO,25.7N,83.0W,1008,25.12,-83.0
222,Danielle,2010,115,Danielle_2010,611,20100821,1200,LO,10.7N,31.1W,1009,10.12,-31.02
292,Earl,2010,125,Earl_2010,612,20100824,0,LO,12.4N,19.3W,1009,12.07,-19.05
382,Fiona,2010,55,Fiona_2010,613,20100830,0,LO,14.0N,41.8W,1007,14.0,-41.13
438,Gaston,2010,35,Gaston_2010,614,20100901,0,LO,12.2N,32.2W,1008,12.03,-32.03
520,Hermine,2010,60,Hermine_2010,615,20100904,1800,LO,17.5N,95.6W,1006,17.08,-95.1
541,Igor,2010,135,Igor_2010,616,20100908,600,TD,14.0N,22.7W,1006,14.0,-22.12
614,Julia,2010,120,Julia_2010,617,20100912,600,TD,12.9N,20.5W,1007,12.15,-20.08
627,Karl,2010,110,Karl_2010,618,20100913,1800,LO,16.3N,78.5W,1005,16.05,-78.08
667,Lisa,2010,75,Lisa_2010,619,20100920,0,LO,15.2N,32.0W,1008,15.03,-32.0
685,Matthew,2010,50,Matthew_2010,620,20100923,1200,TD,13.7N,74.8W,1008,13.12,-74.13
709,Nicole,2010,40,Nicole_2010,621,20100928,0,LO,19.4N,84.1W,1003,19.07,-84.02
729,Otto,2010,75,Otto_2010,622,20101006,600,SD,22.0N,67.2W,1000,22.0,-67.03
735,Paula,2010,90,Paula_2010,623,20101011,0,TD,13.9N,81.8W,1006,13.15,-81.13
742,Richard,2010,85,Richard_2010,624,20101019,1800,LO,17.2N,83.4W,1008,17.03,-83.07
751,Shary,2010,65,Shary_2010,625,20101028,1800,TD,25.6N,61.2W,1006,25.1,-61.03
760,Tomas,2010,85,Tomas_2010,626,20101029,600,TD,9.0N,53.7W,1006,9.0,-53.12
64,Arlene,2011,55,Arlene_2011,627,20110628,600,LO,19.9N,92.8W,1007,19.15,-92.13
142,Bret,2011,60,Bret_2011,628,20110716,600,LO,30.7N,79.7W,1014,30.12,-79.12
195,Cindy,2011,60,Cindy_2011,629,20110720,600,TD,33.0N,59.5W,1010,33.0,-59.08
273,Don,2011,45,Don_2011,630,20110727,600,TD,21.6N,85.7W,1007,21.1,-85.12
331,Emily,2011,45,Emily_2011,631,20110802,0,TS,14.9N,61.4W,1007,14.15,-61.07
422,Franklin,2011,40,Franklin_2011,632,20110812,1200,LO,34.7N,66.0W,1011,34.12,-66.0
451,Gert,2011,55,Gert_2011,633,20110813,600,LO,26.2N,58.0W,1013,26.03,-58.0
498,Harvey,2011,55,Harvey_2011,634,20110819,0,TD,15.4N,82.0W,1006,15.07,-82.0
556,Irene,2011,105,Irene_2011,635,20110821,0,TS,15.0N,59.0W,1006,15.0,-59.0
758,Ten,2011,30,Ten_2011,636,20110825,0,TD,12.3N,29.0W,1006,12.05,-29.0
600,Jose,2011,40,Jose_2011,637,20110826,1200,LO,27.3N,59.0W,1016,27.05,-59.0
632,Katia,2011,120,Katia_2011,638,20110828,0,LO,9.5N,19.0W,1012,9.08,-19.0
655,Lee,2011,50,Lee_2011,639,20110902,0,TD,26.6N,91.4W,1007,26.1,-91.07
680,Maria,2011,70,Maria_2011,640,20110906,1800,TD,11.5N,35.9W,1008,11.08,-35.15
703,Nate,2011,65,Nate_2011,641,20110906,1800,LO,20.3N,93.9W,1006,20.05,-93.15
724,Ophelia,2011,120,Ophelia_2011,642,20110920,600,LO,11.6N,37.0W,1008,11.1,-37.0
738,Philippe,2011,80,Philippe_2011,643,20110923,0,LO,8.3N,17.5W,1010,8.05,-17.08
743,Rina,2011,100,Rina_2011,644,20111022,0,LO,12.7N,81.0W,1007,12.12,-81.0
748,Sean,2011,55,Sean_2011,645,20111106,0,EX,28.5N,70.0W,1005,28.08,-70.0
12,Alberto,2012,50,Alberto_2012,646,20120519,0,LO,33.1N,77.0W,1010,33.02,-77.0
104,Beryl,2012,60,Beryl_2012,647,20120525,1200,LO,30.1N,76.1W,1010,30.02,-76.02
185,Chris,2012,75,Chris_2012,648,20120617,0,LO,28.8N,68.8W,1009,28.13,-68.13
246,Debby,2012,55,Debby_2012,649,20120623,1200,TS,25.5N,87.6W,1002,25.08,-87.1
351,Ernesto,2012,85,Ernesto_2012,650,20120801,1200,TD,11.6N,46.7W,1008,11.1,-46.12
396,Florence,2012,50,Florence_2012,651,20120803,600,LO,12.2N,23.1W,1011,12.03,-23.02
510,Helene,2012,40,Helene_2012,652,20120809,1800,TD,13.7N,43.0W,1010,13.12,-43.0
471,Gordon,2012,95,Gordon_2012,653,20120815,1200,TD,27.6N,54.6W,1013,27.1,-54.1
565,Isaac,2012,70,Isaac_2012,654,20120820,1200,LO,15.7N,44.8W,1010,15.12,-44.13
608,Joyce,2012,35,Joyce_2012,655,20120821,1800,LO,10.7N,31.7W,1011,10.12,-31.12
642,Kirk,2012,90,Kirk_2012,656,20120828,1800,TD,23.9N,43.4W,1007,23.15,-43.07
659,Leslie,2012,70,Leslie_2012,657,20120828,1200,LO,12.9N,27.4W,1010,12.15,-27.07
691,Michael,2012,100,Michael_2012,658,20120902,0,LO,28.9N,36.7W,1015,28.15,-36.12
698,Nadine,2012,80,Nadine_2012,659,20120910,1200,TD,15.5N,38.0W,1008,15.08,-38.0
726,Oscar,2012,45,Oscar_2012,660,20121002,1200,LO,12.4N,38.0W,1008,12.07,-38.0
734,Patty,2012,40,Patty_2012,661,20121010,1800,LO,25.5N,72.5W,1012,25.08,-72.08
740,Rafael,2012,80,Rafael_2012,662,20121012,1800,TS,14.7N,62.7W,1006,14.12,-62.12
747,Sandy,2012,100,Sandy_2012,663,20121021,1800,LO,14.3N,77.4W,1006,14.05,-77.07
761,Tony,2012,45,Tony_2012,664,20121021,1800,LO,20.1N,50.8W,1011,20.02,-50.13
45,Andrea,2013,55,Andrea_2013,665,20130605,1800,TS,25.1N,86.6W,1006,25.02,-86.1
84,Barry,2013,40,Barry_2013,666,20130616,0,LO,12.4N,81.5W,1009,12.07,-81.08
167,Chantal,2013,55,Chantal_2013,667,20130707,1200,TS,9.3N,41.4W,1011,9.05,-41.07
280,Dorian,2013,50,Dorian_2013,668,20130722,1800,LO,11.3N,20.0W,1009,11.05,-20.0
344,Erin,2013,40,Erin_2013,669,20130815,0,TD,13.9N,23.3W,1008,13.15,-23.05
376,Fernand,2013,50,Fernand_2013,670,20130825,1200,TD,18.7N,94.2W,1006,18.12,-94.03
433,Gabrielle,2013,55,Gabrielle_2013,671,20130904,1800,TD,16.2N,65.9W,1010,16.03,-65.15
312,Eight,2013,30,Eight_2013,672,20130906,1200,TD,22.4N,97.4W,1009,22.07,-97.07
536,Humberto,2013,80,Humberto_2013,673,20130908,0,LO,13.0N,17.6W,1009,13.0,-17.1
549,Ingrid,2013,75,Ingrid_2013,674,20130912,600,LO,19.3N,92.2W,1006,19.05,-92.03
591,Jerry,2013,45,Jerry_2013,675,20130928,0,LO,21.1N,50.0W,1012,21.02,-50.0
622,Karen,2013,55,Karen_2013,676,20131003,600,TS,21.5N,86.8W,1006,21.08,-86.13
672,Lorenzo,2013,45,Lorenzo_2013,677,20131021,600,TD,27.6N,55.9W,1012,27.1,-55.15
688,Melissa,2013,55,Melissa_2013,678,20131117,0,EX,23.9N,52.4W,1006,23.15,-52.07
71,Arthur,2014,85,Arthur_2014,679,20140628,1800,LO,32.0N,78.2W,1017,32.0,-78.03
764,Two,2014,30,Two_2014,680,20140719,1200,LO,9.0N,29.0W,1012,9.0,-29.0
98,Bertha,2014,70,Bertha_2014,681,20140729,600,LO,9.6N,37.1W,1013,9.1,-37.02
214,Cristobal,2014,75,Cristobal_2014,682,20140823,1800,TD,21.5N,72.2W,1005,21.08,-72.03
272,Dolly,2014,45,Dolly_2014,683,20140901,1200,LO,19.2N,92.3W,1009,19.03,-92.05
310,Edouard,2014,105,Edouard_2014,684,20140910,1800,LO,13.7N,33.2W,1009,13.12,-33.03
367,Fay,2014,70,Fay_2014,685,20141010,0,LO,22.0N,61.2W,1007,22.0,-61.03
467,Gonzalo,2014,125,Gonzalo_2014,686,20141011,1800,LO,16.4N,54.9W,1010,16.07,-54.15
492,Hanna,2014,35,Hanna_2014,687,20141021,0,LO,19.5N,95.3W,1002,19.08,-95.05
43,Ana,2015,50,Ana_2015,688,20150506,600,LO,26.8N,79.2W,1016,26.13,-79.03
119,Bill,2015,50,Bill_2015,689,20150616,0,TS,27.0N,94.3W,1005,27.0,-94.05
204,Claudette,2015,45,Claudette_2015,690,20150712,0,LO,35.4N,75.4W,1010,35.07,-75.07
229,Danny,2015,110,Danny_2015,691,20150817,0,LO,9.6N,29.3W,1011,9.1,-29.05
339,Erika,2015,45,Erika_2015,692,20150824,1800,TS,14.3N,45.1W,1003,14.05,-45.02
425,Fred,2015,75,Fred_2015,693,20150830,0,TD,11.6N,17.5W,1007,11.1,-17.08
477,Grace,2015,50,Grace_2015,694,20150905,600,TD,12.0N,23.1W,1010,12.0,-23.02
516,Henri,2015,45,Henri_2015,695,20150908,600,LO,31.1N,62.2W,1014,31.02,-62.03
711,Nine,2015,30,Nine_2015,696,20150915,0,LO,11.5N,40.3W,1011,11.08,-40.05
540,Ida,2015,45,Ida_2015,697,20150915,1200,LO,9.4N,24.2W,1010,9.07,-24.03
596,Joaquin,2015,135,Joaquin_2015,698,20150926,1800,LO,26.8N,68.7W,1011,26.13,-68.12
631,Kate,2015,75,Kate_2015,699,20151108,1800,TD,22.2N,71.5W,1010,22.03,-71.08
17,Alex,2016,75,Alex_2016,700,20160107,0,EX,26.6N,75.3W,1010,26.1,-75.05
131,Bonnie,2016,40,Bonnie_2016,701,20160527,600,LO,27.2N,72.1W,1010,27.03,-72.02
209,Colin,2016,50,Colin_2016,702,20160605,1200,TD,21.6N,88.0W,1005,21.1,-88.0
223,Danielle,2016,40,Danielle_2016,703,20160618,1800,LO,19.4N,91.6W,1010,19.07,-91.1
293,Earl,2016,75,Earl_2016,704,20160802,600,TS,16.3N,77.5W,1004,16.05,-77.08
383,Fiona,2016,45,Fiona_2016,705,20160816,1800,TD,12.0N,32.2W,1009,12.0,-32.03
439,Gaston,2016,105,Gaston_2016,706,20160821,1200,LO,11.0N,19.4W,1009,11.0,-19.07
313,Eight,2016,30,Eight_2016,707,20160827,0,LO,30.7N,65.0W,1012,30.12,-65.0
521,Hermine,2016,70,Hermine_2016,708,20160828,1800,TD,23.8N,81.4W,1009,23.13,-81.07
538,Ian,2016,55,Ian_2016,709,20160912,0,LO,20.0N,48.5W,1007,20.0,-48.08
615,Julia,2016,45,Julia_2016,710,20160913,600,TD,27.3N,80.2W,1010,27.05,-80.03
628,Karl,2016,60,Karl_2016,711,20160912,1800,LO,13.1N,19.0W,1010,13.02,-19.0
668,Lisa,2016,45,Lisa_2016,712,20160919,600,LO,13.2N,26.7W,1008,13.03,-26.12
686,Matthew,2016,145,Matthew_2016,713,20160928,1200,TS,13.4N,59.8W,1009,13.07,-59.13
710,Nicole,2016,120,Nicole_2016,714,20161004,600,TS,23.2N,59.8W,1007,23.03,-59.13
730,Otto,2016,100,Otto_2016,715,20161117,1800,LO,12.5N,80.7W,1006,12.08,-80.12
65,Arlene,2017,55,Arlene_2017,716,20170416,600,EX,35.8N,50.3W,992,35.13,-50.05
143,Bret,2017,45,Bret_2017,717,20170618,1800,DB,7.5N,49.6W,1008,7.08,-49.1
196,Cindy,2017,50,Cindy_2017,718,20170619,1800,DB,23.6N,88.6W,1003,23.1,-88.1
404,Four,2017,25,Four_2017,719,20170705,1200,LO,11.8N,35.9W,1010,11.13,-35.15
274,Don,2017,45,Don_2017,720,20170717,0,LO,10.3N,47.7W,1011,10.05,-47.12
332,Emily,2017,50,Emily_2017,721,20170730,1800,TD,28.4N,85.4W,1009,28.07,-85.07
423,Franklin,2017,75,Franklin_2017,722,20170806,1800,LO,15.5N,81.5W,1008,15.08,-81.08
452,Gert,2017,95,Gert_2017,723,20170812,0,LO,22.4N,66.8W,1013,22.07,-66.13
499,Harvey,2017,115,Harvey_2017,724,20170816,600,LO,13.7N,45.8W,1013,13.12,-45.13
561,Irma,2017,155,Irma_2017,725,20170830,0,TD,16.1N,26.9W,1008,16.02,-26.15
601,Jose,2017,135,Jose_2017,726,20170904,600,LO,9.3N,33.5W,1010,9.05,-33.08
633,Katia,2017,90,Katia_2017,727,20170905,1200,TD,22.2N,97.2W,1010,22.03,-97.03
656,Lee,2017,100,Lee_2017,728,20170914,1800,TD,10.4N,23.1W,1011,10.07,-23.02
681,Maria,2017,150,Maria_2017,729,20170916,1200,TD,12.2N,49.7W,1006,12.03,-49.12
704,Nate,2017,80,Nate_2017,730,20171003,1200,LO,10.7N,80.8W,1008,10.12,-80.13
725,Ophelia,2017,100,Ophelia_2017,731,20171006,1200,LO,31.8N,39.5W,1013,31.13,-39.08
739,Philippe,2017,35,Philippe_2017,732,20171027,1800,DB,17.5N,84.2W,1006,17.08,-84.03
744,Rina,2017,50,Rina_2017,733,20171104,1200,LO,25.5N,52.3W,1013,25.08,-52.05
13,Alberto,2018,55,Alberto_2018,734,20180525,1200,SD,18.8N,87.1W,1006,18.13,-87.02
105,Beryl,2018,70,Beryl_2018,735,20180704,1200,TD,10.0N,34.9W,1008,10.0,-34.15
186,Chris,2018,90,Chris_2018,736,20180705,600,LO,30.7N,68.5W,1021,30.12,-68.08
247,Debby,2018,45,Debby_2018,737,20180802,1800,EX,41.2N,33.7W,1012,41.03,-33.12
352,Ernesto,2018,40,Ernesto_2018,738,20180815,0,LO,36.9N,45.5W,1011,36.15,-45.08
397,Florence,2018,130,Florence_2018,739,20180830,600,LO,12.8N,16.9W,1008,12.13,-16.15
472,Gordon,2018,60,Gordon_2018,740,20180902,1800,DB,22.4N,77.0W,1012,22.07,-77.0
511,Helene,2018,95,Helene_2018,741,20180907,1200,TD,13.4N,16.8W,1004,13.07,-16.13
566,Isaac,2018,65,Isaac_2018,742,20180907,1200,TD,13.5N,35.0W,1007,13.08,-35.0
609,Joyce,2018,45,Joyce_2018,743,20180912,0,EX,37.0N,39.8W,1012,37.0,-39.13
318,Eleven,2018,30,Eleven_2018,744,20180921,1800,TD,12.9N,52.5W,1008,12.15,-52.08
643,Kirk,2018,55,Kirk_2018,745,20180922,600,TD,7.7N,21.8W,1007,7.12,-21.13
660,Leslie,2018,80,Leslie_2018,746,20180922,0,EX,35.0N,45.0W,1008,35.0,-45.0
692,Michael,2018,140,Michael_2018,747,20181006,1800,LO,17.8N,86.6W,1006,17.13,-86.1
699,Nadine,2018,55,Nadine_2018,748,20181008,1200,LO,9.3N,26.7W,1009,9.05,-26.12
727,Oscar,2018,95,Oscar_2018,749,20181026,1800,SS,25.4N,45.3W,1006,25.07,-45.05
46,Andrea,2019,35,Andrea_2019,750,20190520,1800,SS,28.1N,68.6W,1008,28.02,-68.1
85,Barry,2019,65,Barry_2019,751,20190710,1200,DB,28.5N,86.5W,1009,28.08,-86.08
759,Three,2019,30,Three_2019,752,20190722,1200,TD,24.6N,77.4W,1013,24.1,-77.07
168,Chantal,2019,35,Chantal_2019,753,20190820,1800,TD,40.1N,59.7W,1008,40.02,-59.12
281,Dorian,2019,160,Dorian_2019,754,20190824,600,TD,10.3N,46.4W,1011,10.05,-46.07
345,Erin,2019,35,Erin_2019,755,20190826,1200,TD,31.7N,72.7W,1010,31.12,-72.12
377,Fernand,2019,45,Fernand_2019,756,20190903,600,DB,23.6N,94.0W,1006,23.1,-94.0
434,Gabrielle,2019,55,Gabrielle_2019,757,20190903,0,LO,16.1N,30.1W,1007,16.02,-30.02
537,Humberto,2019,110,Humberto_2019,758,20190912,1200,LO,23.0N,74.2W,1010,23.0,-74.03
592,Jerry,2019,90,Jerry_2019,759,20190917,0,LO,12.6N,42.6W,1009,12.1,-42.1
544,Imelda,2019,40,Imelda_2019,760,20190917,1200,TD,28.3N,95.7W,1008,28.05,-95.12
623,Karen,2019,40,Karen_2019,761,20190922,0,TD,11.5N,58.8W,1007,11.08,-58.13
673,Lorenzo,2019,140,Lorenzo_2019,762,20190922,1800,LO,10.9N,18.8W,1008,10.15,-18.13
689,Melissa,2019,55,Melissa_2019,763,20191008,1800,EX,35.0N,74.1W,1009,35.0,-74.02
381,Fifteen,2019,30,Fifteen_2019,764,20191014,1200,TD,12.6N,19.3W,1006,12.1,-19.05
705,Nestor,2019,50,Nestor_2019,765,20191017,1200,DB,22.2N,95.7W,1007,22.03,-95.12
719,Olga,2019,45,Olga_2019,766,20191025,1200,TS,24.7N,94.8W,1004,24.12,-94.13
732,Pablo,2019,70,Pablo_2019,767,20191023,1800,EX,40.0N,38.3W,1000,40.0,-38.05
741,Rebekah,2019,70,Rebekah_2019,768,20191027,0,EX,40.5N,51.5W,1004,40.08,-51.08
750,Sebastien,2019,60,Sebastien_2019,769,20191119,600,TS,19.4N,58.1W,1006,19.07,-58.02
